avg10,stdev10,avg15,stdev15,avg21,stdev21,avg33,stdev33,avg91,stdev91,avg129,stdev129,avg32773,stdev32773,avg8388609,stdev8388609,avg2147483649,stdev2147483649
0.00000150,0.00000034,0.00000154,0.00000037,0.00000158,0.00000036,0.00000152,0.00000043,0.00000166,0.00000036,0.00000156,0.00000043,0.00000241,0.00000054,0.00003424,0.00000240,0.00004245,0.00000481
