avg10,stdev10,avg15,stdev15,avg21,stdev21,avg33,stdev33,avg91,stdev91,avg129,stdev129,avg32773,stdev32773,avg8388609,stdev8388609,avg2147483649,stdev2147483649
0.00000028,0.00000012,0.00000036,0.00000016,0.00000036,0.00000017,0.00000034,0.00000012,0.00000041,0.00000015,0.00000041,0.00000015,0.00000120,0.00000036,0.00002616,0.00000504,0.00043380,0.00004124
