"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"88","300.43307570269116","263.1526125658908","0.025634765625","0.0205078125","0.03076171875","1560","0.00024802939219341916","32","0.00024802939219341916","0","0.00024802939219341916","0.00024802939219341916","94:0.0029756133226841452;87:0.0016313705562584213;89:0.0028177359298102445","94:76;87:68;89:68","94:0.0030864868915867205;87:0.0019655962835301577;89:0.003922719992365736","Yes"
"89","50.65152008197392","60.84320711312439","0.06787109375","0.056640625","0.0791015625","1560","0.00040001800148372393","32","0.00040001800148372393","0","0.00040001800148372393","0.00040001800148372393","90:0.0030914472299961027;88:0.0028177359298102445","90:68;88:68","90:0.0036011884226061774;88:0.003922719992365736","Yes"
"90","256.42024776376746","259.0518204628017","0.024658203125","0.0107421875","0.03857421875","1560","0.000229155146960855","32","0.000229155146960855","0","0.000229155146960855","0.000229155146960855","75:0.0026636633077845584;89:0.0030914472299961027","75:88;89:68","75:0.003693448888496542;89:0.0036011884226061774","Yes"
"91","183.18966720874684","96.95527859699922","0.008056640625","0.0078125","0.00830078125","1560","0.00032553635581445816","32","0.00032553635581445816","0","0.00032553635581445816","0.00032553635581445816","95:0.0048300118408778625;76:0.00805128254079951","95:148;76:68","95:0.009351798622337149;76:0.002334078869810241","Yes"
"92","191.60549662972699","177.16862841759018","0.01318359375","0.01806640625","0.00830078125","1560","0.0004630689936677233","32","0.0004630689936677233","0","0.0004630689936677233","0.0004630689936677233","99:0.002605726351190607;80:0.001956756523540437","99:68;80:68","99:0.004788301389925476;80:0.0019560853545137202","Yes"
"93","152.42036067391552","121.04779580162148","0.0087890625","0.005859375","0.01171875","1560","0.000304194548611197","32","0.000304194548611197","0","0.000304194548611197","0.000304194548611197","84:0.007655259831505168;103:0.003003272926897005","84:68;103:68","84:0.00559941665235672;103:0.005204681389776145","Yes"
"94","134.28327243420617","154.68022085663753","0.006591796875","0.0068359375","0.00634765625","1560","0.0002577842203990767","32","0.0002577842203990767","0","0.0002577842203990767","0.0002577842203990767","88:0.0029756133226841452;107:0.002940405348240832","88:76;107:104","88:0.0030864868915867205;107:0.004643603141473829","Yes"
"95","39.88535031451889","55.477670676147824","0.01513671875","0.0205078125","0.009765625","1560","0.0005041397093963405","32","0.0005041397093963405","0","0.0005041397093963405","0.0005041397093963405","91:0.0048300118408778625;96:0.0023681550578256716","91:148;96:68","91:0.009351798622337149;96:0.005225443386226686","Yes"
"96","217.24717932453365","166.70453246161094","0.010498046875","0.01025390625","0.0107421875","1560","0.0005279363992003866","32","0.0005279363992003866","0","0.0005279363992003866","0.0005279363992003866","97:0.015104643644869048;95:0.0023681550578256716","97:68;95:68","97:0.011157740859380372;95:0.005225443386226686","Yes"
"97","216.6471405453403","228.11844882804658","0.046630859375","0.03125","0.06201171875","1560","0.0002629702889602029","32","0.0002629702889602029","0","0.0002629702889602029","0.0002629702889602029","96:0.015104643644869048;110:0.004354705063262937;98:0.0016807307467753552","96:68;110:88;98:68","96:0.011157740859380372;110:0.0035237293301130235;98:0.006351733598383591","Yes"
"98","224.02193249584988","60.754080741009446","0.026123046875","0.025390625","0.02685546875","1560","0.0002430997399309726","32","0.0002430997399309726","0","0.0002430997399309726","0.0002430997399309726","97:0.0016807307467753552;99:0.001602335691203688","97:68;99:68","97:0.006351733598383591;99:0.0045462435629059494","Yes"
"99","155.0452884250818","129.69197187748634","0.01416015625","0.017578125","0.0107421875","1560","0.0003145673343342856","32","0.0003145673343342856","0","0.0003145673343342856","0.0003145673343342856","100:0.0023335279206922743;92:0.002605726351190607;98:0.001602335691203688","100:68;92:68;98:68","100:0.005464627099906277;92:0.004788301389925476;98:0.0045462435629059494","Yes"
"100","139.965557170708","121.74616728671867","0.03662109375","0.01123046875","0.06201171875","1560","0.0001578029727174216","32","0.0001578029727174216","0","0.0001578029727174216","0.0001578029727174216","99:0.0023335279206922743;101:0.0027065951234053476","99:68;101:88","99:0.005464627099906277;101:0.004601142314739515","Yes"
"101","126.34863450068117","57.660320433835295","0.022216796875","0.0244140625","0.02001953125","1560","0.00021678425786866558","32","0.00021678425786866558","0","0.00021678425786866558","0.00021678425786866558","100:0.0027065951234053476;102:0.004544662905292901;111:0.0025246312115431158","100:88;102:68;111:108","100:0.004601142314739515;102:0.00400120319589084;111:0.002176217121769214","Yes"
"102","206.14009808863256","43.24377348160187","0.01123046875","0.015625","0.0068359375","1560","0.0006438798772020249","32","0.0006438798772020249","0","0.0006438798772020249","0.0006438798772020249","101:0.004544662905292901;103:0.005409946994268666","101:68;103:68","101:0.00400120319589084;103:0.010179554326389784","Yes"
"103","289.61255273616206","82.897666319301","0.03271484375","0.03515625","0.0302734375","1560","0.00014073260219233478","32","0.00014073260219233478","0","0.00014073260219233478","0.00014073260219233478","104:0.008348845373138375;93:0.003003272926897005;102:0.005409946994268666","104:68;93:68;102:68","104:0.007324539153654913;93:0.005204681389776145;102:0.010179554326389784","Yes"
"104","91.1937052921929","117.7232377208691","0.029052734375","0.046875","0.01123046875","1560","0.0005740391586529867","32","0.0005740391586529867","0","0.0005740391586529867","0.0005740391586529867","103:0.008348845373138375;105:0.011334794788905866","103:68;105:104","103:0.007324539153654913;105:0.025947023519058032","Yes"
"105","101.06917335854598","14.581155528567802","0.0595703125","0.07666015625","0.04248046875","1560","0.0024887065089845674","32","0.0024887065089845674","0","0.0024887065089845674","0.0024887065089845674","104:0.011334794788905866;106:0.009258349991499298;112:0.00692751792127605","104:104;106:68;112:68","104:0.025947023519058032;106:0.02045529096849552;112:0.014452491896471131","Yes"
"106","92.05330687290494","119.75400017544872","0.108154296875","0.14013671875","0.076171875","1560","0.0011244739629543824","32","0.0011244739629543824","0","0.0011244739629543824","0.0011244739629543824","107:0.0051404079067766395;105:0.009258349991499298","107:68;105:68","107:0.006251133230219003;105:0.02045529096849552","Yes"
"107","233.4726034885675","225.40092995432352","0.021484375","0.02490234375","0.01806640625","1560","0.00024045176635852737","32","0.00024045176635852737","0","0.00024045176635852737","0.00024045176635852737","106:0.0051404079067766395;108:0.009816635767014692;94:0.002940405348240832","106:68;108:68;94:104","106:0.006251133230219003;108:0.007244150406680916;94:0.004643603141473829","Yes"
"108","116.6974077602252","78.53365808967416","0.016357421875","0.00830078125","0.0244140625","1560","0.00018829724254347045","32","0.00018829724254347045","0","0.00018829724254347045","0.00018829724254347045","107:0.009816635767014692;109:0.0021100294170855183","107:68;109:68","107:0.007244150406680916;109:0.004495441918540011","Yes"
"109","223.19883087663868","291.24629749110005","0.043701171875","0.05224609375","0.03515625","1560","0.00046314058229713137","32","0.00046314058229713137","0","0.00046314058229713137","0.00046314058229713137","113:0.0019467883311612422;108:0.0021100294170855183","113:68;108:68","113:0.0036429927826776565;108:0.004495441918540011","Yes"
"110","188.7173823431977","152.20381089744527","0.006591796875","0.00634765625","0.0068359375","1560","0.0002212252409346972","32","0.0002212252409346972","0","0.0002212252409346972","0.0002212252409346972","116:0.002069754089313258;97:0.004354705063262937","116:80;97:88","116:0.003762527655351622;97:0.0035237293301130235","Yes"
"111","161.80735900648608","91.93025947846986","0.009521484375","0.00830078125","0.0107421875","1560","0.00020290235386312384","32","0.00020290235386312384","0","0.00020290235386312384","0.00020290235386312384","120:0.002728494140406962;101:0.0025246312115431158","120:128;101:108","120:0.0033074985777744315;101:0.002176217121769214","Yes"
"112","298.28222173682315","207.4834303714035","0.01220703125","0.0166015625","0.0078125","1560","0.00029126501613116414","32","0.00029126501613116414","0","0.00029126501613116414","0.00029126501613116414","124:0.0022513373894776645;105:0.00692751792127605","124:68;105:68","124:0.002555765231434609;105:0.014452491896471131","Yes"
"113","279.66574952984166","230.22036384221082","0.0380859375","0.03759765625","0.03857421875","1560","","32","","0","","","109:0.0019467883311612422;128:0.0022214840102229294","109:68;128:68","109:0.0036429927826776565;128:0.003340350481554649","Yes"
"114","180.56131791974323","185.15956463321888","0.048583984375","0.01416015625","0.0830078125","1560","0.0001640280460598361","32","0.0001640280460598361","0","0.0001640280460598361","0.0001640280460598361","129:0.007300313215745868;115:0.0033413982947209098","129:68;115:104","129:0.009643961565851095;115:0.004180127336019385","Yes"
"115","84.67617811616402","72.18863705277747","0.127685546875","0.1015625","0.15380859375","1560","0.0009555042033886124","64","0.0009555042033886124","0","0.0009555042033886124","0.0009555042033886124","114:0.0033413982947209098;116:0.0038589422912204963","114:104;116:136","114:0.004180127336019385;116:0.0031664864941363946","Yes"
"116","266.04343491524867","212.811387674589","0.0458984375","0.03271484375","0.05908203125","1560","0.00021693533003181687","32","0.00021693533003181687","0","0.00021693533003181687","0.00021693533003181687","110:0.002069754089313258;115:0.0038589422912204963;117:0.0023374772746470596","110:80;115:136;117:68","110:0.003762527655351622;115:0.0031664864941363946;117:0.0034240582661265173","Yes"
"117","86.2091734721677","65.62968063885428","0.00634765625","0.009765625","0.0029296875","1560","0.0003167584541840018","32","0.0003167584541840018","0","0.0003167584541840018","0.0003167584541840018","116:0.0023374772746470596;118:0.0023002862678928038","116:68;118:68","116:0.0034240582661265173;118:0.003018671335519918","Yes"
"118","195.22712190695117","188.3243666769024","0.08203125","0.0751953125","0.0888671875","1560","0.0003129386812978949","32","0.0003129386812978949","0","0.0003129386812978949","0.0003129386812978949","119:0.004854538535458086;130:0.002457046269137231;117:0.0023002862678928038","119:68;130:68;117:68","119:0.0049721062792926485;130:0.003930747558146652;117:0.003018671335519918","Yes"
"119","247.75633543624656","168.91905467576768","0.02392578125","0.01806640625","0.02978515625","1560","0.0002895906438143885","32","0.0002895906438143885","0","0.0002895906438143885","0.0002895906438143885","118:0.004854538535458086;120:0.002062724085203166","118:68;120:68","118:0.0049721062792926485;120:0.004108773905790869","Yes"
"120","142.83336656353245","62.838001326923894","0.0185546875","0.0224609375","0.0146484375","1560","0.00030686866743620317","32","0.00030686866743620317","0","0.00030686866743620317","0.00030686866743620317","119:0.002062724085203166;121:0.002190938069239895;111:0.002728494140406962","119:68;121:80;111:128","119:0.004108773905790869;121:0.004655691640680665;111:0.0033074985777744315","Yes"
"121","203.15353986488725","102.07619213699797","0.040771484375","0.0439453125","0.03759765625","1560","0.0002461965397747077","32","0.0002461965397747077","0","0.0002461965397747077","0.0002461965397747077","120:0.002190938069239895;122:0.002650924731243204","120:80;122:68","120:0.004655691640680665;122:0.005263773726777138","Yes"
"122","170.10202901776393","97.90906566098705","0.03076171875","0.03271484375","0.02880859375","1560","0.00018927948753986583","32","0.00018927948753986583","0","0.00018927948753986583","0.00018927948753986583","131:0.005021967079082451;121:0.002650924731243204;123:0.009166767729946762","131:68;121:68;123:68","131:0.006375052954345706;121:0.005263773726777138;123:0.021174452944375505","Yes"
"123","48.4956406529191","49.04843522770579","0.01611328125","0.0244140625","0.0078125","1560","0.001575686561124265","32","0.001575686561124265","0","0.001575686561124265","0.001575686561124265","124:0.015727731546728074;122:0.009166767729946762","124:68;122:68","124:0.017027020412496513;122:0.021174452944375505","Yes"
"124","148.20692716743525","97.58868358717721","0.13623046875","0.16357421875","0.10888671875","1560","0.00017817496379024568","32","0.00017817496379024568","0","0.00017817496379024568","0.00017817496379024568","112:0.0022513373894776645;123:0.015727731546728074;125:0.002307498467659208","112:68;123:68;125:108","112:0.002555765231434609;123:0.017027020412496513;125:0.00520964783823874","Yes"
"125","199.248966077726","163.46946892821586","0.004638671875","0.0048828125","0.00439453125","1560","0.00034184111103741115","32","0.00034184111103741115","0","0.00034184111103741115","0.00034184111103741115","124:0.002307498467659208;126:0.0032413016907215375","124:108;126:68","124:0.00520964783823874;126:0.005873920242100261","Yes"
"126","142.21161051819973","149.6378744109308","0.090576171875","0.095703125","0.08544921875","1560","0.0003770368115138812","32","0.0003770368115138812","0","0.0003770368115138812","0.0003770368115138812","132:0.0028322690710721743;127:0.0034896544765941617;125:0.0032413016907215375","132:68;127:68;125:68","132:0.004409328997867973;127:0.004348608900388157;125:0.005873920242100261","Yes"
"127","267.96416801706647","157.02182643845197","0.01220703125","0.009765625","0.0146484375","1560","0.0004276732805807555","32","0.0004276732805807555","0","0.0004276732805807555","0.0004276732805807555","126:0.0034896544765941617;128:0.0025360864782011106","126:68;128:68","126:0.004348608900388157;128:0.003975416537930626","Yes"
"128","293.2668738380219","167.07422135540855","0.0859375","0.080078125","0.091796875","1560","0.00013498448399491264","32","0.00013498448399491264","0","0.00013498448399491264","0.00013498448399491264","113:0.0022214840102229294;127:0.0025360864782011106","113:68;127:68","113:0.003340350481554649;127:0.003975416537930626","Yes"
"129","188.44500072867177","107.25248863150198","0.03369140625","0.03662109375","0.03076171875","1560","0.0006232392626640425","32","0.0006232392626640425","0","0.0006232392626640425","0.0006232392626640425","114:0.007300313215745868","114:68","114:0.009643961565851095","Yes"
"130","198.67966407492628","237.87715687881004","0.010986328125","0.0126953125","0.00927734375","1560","0.00045986966964368464","32","0.00045986966964368464","0","0.00045986966964368464","0.00045986966964368464","118:0.002457046269137231","118:68","118:0.003930747558146652","Yes"
"131","208.38276867467","68.37533933195532","0.007080078125","0.00830078125","0.005859375","1560","0.0002791296677556889","32","0.0002791296677556889","0","0.0002791296677556889","0.0002791296677556889","122:0.005021967079082451","122:68","122:0.006375052954345706","Yes"
"132","276.19306241239724","250.1749256845069","0.01318359375","0.01025390625","0.01611328125","1560","0.0003295065046658966","32","0.0003295065046658966","0","0.0003295065046658966","0.0003295065046658966","126:0.0028322690710721743","126:68","126:0.004409328997867973","Yes"
